,name,price,location,size,floor,terrace,age
9303,マクシスタワーズアネックスデュオ,2990,東京都八王子市横山町,78.48,3LDK,12.48,2003年1月
9304,松濤ハウス,2990,東京都渋谷区松濤２,35.02,1LDK,5.18,1978年12月
9305,リーベブルグ壱番館☆リフォームに関するご相談お受けし…,2990,東京都杉並区今川３-３－１６,71.38,3LDK,12.22,1985年5月
9306,中銀新葛西マンシオン,2990,東京都江戸川区西葛西３-３－２６,56.7,2LDK,6.76,1979年5月
9307,南小岩スカイマンション,2990,東京都江戸川区南小岩３,70.68,3LDK,5.9,1990年3月
9308,清新中央ハイツ 6号棟,2990,東京都江戸川区清新町１,57.17,2LDK,12.24,1985年8月
9309,成城アンバサダー,2990,東京都世田谷区成城９,57.57,2LDK,2.87,1976年6月
9310,南小岩スカイマンション,2990,東京都江戸川区南小岩３,70.68,3LDK,5.9,1990年3月
9311,トーア辰巳マンション,2990,東京都江東区辰巳１-6-17,56,2LDK,6.97,1980年4月
9312,中銀京橋マンシオン,2990,東京都中央区入船３-1-10,44.72,1LDK,2.37,1978年1月
9313,ユニオンパレス吉祥寺北弐番館,2990,東京都練馬区立野町15-38,65.76,2LDK,-,1996年2月
9314,小島スカイハイツ,2990,東京都江戸川区西葛西６,60.5,3DK,7.42,1976年4月
9315,ユニオンパレス吉祥寺北弐番館,2990,東京都練馬区立野町,65.76,2LDK+S（納戸）,-,1996年2月
9316,プレスタイル入谷Ⅱ,2990,東京都台東区入谷２-４－３,40.61,1LDK,5.17,2012年8月
9317,コープ野村梅島,2990,東京都足立区梅田７,72.76,3LDK,8.75,1982年5月
9318,ドミール三友,2990,東京都江東区亀戸６-10-3,45.63,1LDK,3.9,1991年9月
9319,マクシスタワーズアネックスデュオ,2990,東京都八王子市横山町,78.48,3LDK,12.48,2003年1月
9320,駒込グローリア初穂,2990,東京都文京区本駒込５-３８－６,50.87,2DK,3.05,1987年11月
9321,【空室物件で即見学】　アイル東京向島参番館,2990,東京都墨田区東向島６,44.3,1LDK,11.8,2013年12月
9322,グリーンパーク東砂,2990,東京都江東区東砂７,56.14,2LDK,13.65,1984年6月
9323,成城アンバサダー,2990,東京都世田谷区成城９-28-8,57.57,2LDK+S（納戸）,2.87,1976年6月
9324,ベウラ大泉学園,2990,東京都練馬区大泉学園町７-１９－２６,74.85,3LDK,10.3,1991年1月
9325,南砂４丁目住宅,2990,東京都江東区南砂４-12-10,60.72,3LDK,9.67,1977年2月
9326,コンド猿江２号館,2990,東京都江東区猿江１,52.88,2LDK,6.03,1981年1月
9327,清新中央ハイツ６号棟,2990,東京都江戸川区清新町１,57.17,2LDK,12.24,1985年8月
9328,ハイネス恵比寿,2990,東京都渋谷区広尾１,34.2,1DK,2.1,1974年6月
9329,練馬サマリヤマンション,2990,東京都練馬区練馬３-1-8,55.06,2LDK,6.32,1975年2月
9330,エンゼルハイム大鳥居,2990,東京都大田区西糀谷３-7-5,55.08,2LDK+S（納戸）,5.4,1980年11月
9331,グランシャリオ府中第１,2990,東京都府中市分梅町１,55,1LDK+S（納戸）,7.4,1994年7月
9332,クリオ国立西,2990,東京都国立市青柳１-３５－２,78.5,3LDK,13.72,2001年5月
9333,ハイマート第四聖蹟桜ヶ丘　【駅徒歩1分】【フルリフォ…,2990,東京都多摩市関戸２,67.37,2LDK+S（納戸）,9.66,1984年1月
9334,【リノベ済×ペット可】利便性が充実した立地！憧れの世…,2990,東京都世田谷区成城９,57.57,2LDK+S（納戸）,2.87,1976年6月
9335,南小岩スカイマンション,2990,東京都江戸川区南小岩３,70.68,3LDK,5.9,1990年3月
9336,グリーンパーク東砂,2990,東京都江東区東砂７,56.14,2LDK,13.65,1984年6月
9337,マンションワコー落合,2990,東京都中野区上高田４-18-1,53.38,ワンルーム,7.05,1970年1月
9338,南砂４丁目住宅,2990,東京都江東区南砂４,60.72,3LDK,9.67,1977年2月
9339,柿の木坂スカイマンション,2990,東京都目黒区柿の木坂２,51.84,2LDK,5.08,1978年7月
9340,□■　ワコー高田馬場マンション　■□　　♪ ☆　駅徒…,2990,東京都豊島区高田３,50.85,2LDK,4.5,1976年10月
9341,クィーンズフィールドひばりヶ丘フィールドテラス,2990,東京都西東京市ひばりが丘４-1-20,109.96,3LDK,6.75,2002年5月
9342,藤和府中コープ,2990,東京都府中市寿町１,62.24,3LDK,9.45,1981年5月
9343,四谷若葉マンション,2990,東京都新宿区若葉１,38.88,1LDK,-,1969年11月
9344,グレイシャスヒルズ多摩境,2990,東京都町田市小山ヶ丘４,80,3LDK,12.5,2012年10月
9345,荻窪南シティハウス,2990,東京都杉並区高井戸東４,48.42,2LDK,2.88,1985年5月
9346,藤和シティホームズ綾瀬しょうぶ沼公園アクアフィールレ…,2990,東京都足立区谷中１-11-6,70.45,3LDK,9.93,2006年1月
9347,中銀京橋マンシオン,2990,東京都中央区入船３,44.72,1LDK,2.37,1978年1月
9348,武蔵野ハイム,2990,東京都武蔵野市境南町４,78.93,2LDK,20.64,1968年6月
9349,グリーンパーク東砂,2990,東京都江東区東砂７,56.14,2LDK,13.65,1984年6月
9350,レーベンハイム西新井セレンティーレ,2990,東京都足立区谷在家２,62.43,3LDK,10.7,2004年7月
9351,駒込グローリア初穂,2990,東京都文京区本駒込５-38-6,50.87,2DK,3.05,1987年11月
9352,シャンボール大森,2990,東京都大田区中央１-16-8,49.5,2LDK,5.5,1972年2月
9353,インペリアル東久留米Ｃ棟,2990,東京都東久留米市八幡町１,88.44,3LDK,22.68,1989年1月
9354,レーベンハイム西新井セレンティーレ,2990,東京都足立区谷在家２,62.43,3LDK,10.7,2004年7月
9355,成城アンバサダー,2990,東京都世田谷区成城９,57.5,2LDK,2.87,1976年6月
9356,グランシャリオ府中第１,2990,東京都府中市分梅町１,55,1LDK+S（納戸）,7.4,1994年7月
9357,武蔵野ハイム,2990,東京都武蔵野市境南町４,78.93,2LDK,20.64,1968年6月
9358,ガラ・ステージ高円寺,2990,東京都中野区大和町１,33.64,ワンルーム,-,2003年9月
9359,パークハイツ多摩川,2990,東京都大田区仲六郷４,67.06,3LDK,15.97,1982年2月
9360,ハイネス大塚,2990,東京都豊島区南大塚２-1-10,40.74,2DK,5.4,1975年3月
9361,ハイホーム市ヶ谷,2990,東京都新宿区南山伏町,40.76,1LDK,2.52,1983年11月
9362,藤和綾瀬コープ,2990,東京都足立区綾瀬３,58.23,2LDK,3.78,1981年11月
9363,リーベブルク壱番館,2990,東京都杉並区今川３,71.38,3LDK,12.22,1985年5月
9364,ユニオンパレス吉祥寺北弐番館,2990,東京都練馬区立野町,65.76,2LDK,-,1996年2月
9365,ルネサンスフォルム国分寺,2990,東京都府中市新町３,68.21,3LDK,6.07,1997年3月
9366,南小岩スカイマンション,2990,東京都江戸川区南小岩３,70.68,2LDK+S（納戸）,5.9,1990年3月
9367,成城アンバサダー　オンライン見学可,2990,東京都世田谷区成城９,57.57,2LDK+S（納戸）,2.87,1976年6月
9368,駒込グローリア初穂,2990,東京都文京区本駒込５,50.87,2DK,3.05,1987年11月
9369,中銀京橋マンシオン,2990,東京都中央区入船３,44.72,1LDK,2.37,1978年1月
9370,中銀京橋マンシオン,2990,東京都中央区入船３,44.72,1LDK,2.37,1978年1月
9371,グリーンパーク東砂,2990,東京都江東区東砂７,56.14,2LDK,13.65,1984年6月
9372,武蔵野ハイム,2990,東京都武蔵野市境南町４,78.93,2LDK,20.64,1968年6月
9373,南小岩スカイマンション,2990,東京都江戸川区南小岩３,70.68,3LDK,5.9,1990年3月
9374,【空室物件で即見学】　南小岩スカイマンション,2990,東京都江戸川区南小岩３,70.68,3LDK,5.9,1990年3月
9375,◆ナイスアーバン京成高砂フロンステージ◆全住戸駐車場…,2995,東京都葛飾区細田３-6-13,70.02,4LDK,9.36,2001年4月
9376,ナイスアーバン京成高砂フロンテージ,2995,東京都葛飾区細田３,70.02,4LDK,9.36,2001年4月
9377,成城アンバサダー,2998,東京都世田谷区成城９-28-8,57.57,3LDK,2.87,1976年6月
9378,東建品川南ハイツ,2998,東京都品川区勝島１-6-40,45.36,1LDK+S（納戸）,7.28,1983年11月
9379,財住協１３三鷹マンション,2998,東京都三鷹市下連雀９,64.8,3LDK,10.83,1981年7月
9380,東建品川南ハイツ,2998,東京都品川区勝島１-6-40,45.36,1LDK+S（納戸）,7.28,1983年11月
9381,グランイーグル多摩川緑地３,2998,東京都大田区南六郷１,56.16,3LDK,11.05,1997年4月
9382,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,1LDK+S（納戸）,7.28,1983年11月
9383,ライオンズマンション西葛西第２,2998,東京都江戸川区西葛西４,76.42,3LDK,4.44,1984年8月
9384,グリーンキャピタル亀戸水神,2998,東京都江東区亀戸８,55.14,2LDK,6.32,1980年7月
9385,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,1LDK+S（納戸）,7.28,1983年11月
9386,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,1LDK+S（納戸）,7.28,1983年11月
9387,成城アンバサダー,2998,東京都世田谷区成城９-28-8,57.57,3LDK,2.87,1976年6月
9388,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,1LDK+S（納戸）,7.28,1983年11月
9389,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,2LDK,7.28,1983年11月
9390,成城アンバサダー,2998,東京都世田谷区成城９,57.57,2LDK+S（納戸）,2.87,1976年6月
9391,東建品川南ハイツ,2998,東京都品川区勝島１-６－４０,45.36,1LDK+S（納戸）,7.28,1983年11月
9392,ライオンズマンション西葛西第２,2998,東京都江戸川区西葛西４,76.42,3LDK,4.44,1984年8月
9393,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,1LDK+S（納戸）,7.28,1983年11月
9394,東建品川南ハイツ,2998,東京都品川区勝島１,45.36,1LDK+S（納戸）,7.28,1983年11月
9395,西麻布ハイツ,2998,東京都港区西麻布２-12-1,49.5,2DK+S（納戸）,1.6,1970年9月
9396,ディアハイム浅草,2998,東京都台東区浅草３,40.47,1LDK,3.02,1992年3月
9397,クリオ八王子壱番館,2998,東京都八王子市八日町,67.52,3LDK,11.11,1998年5月
9398,玉川グリーンハイツ,2999,東京都世田谷区玉川４-10-20,46.12,2LDK,2.35,1976年2月
9399,方南町ハイツ,2999,東京都杉並区和泉４-42-32,58.64,2LDK+S（納戸）,3.66,1971年3月
9400,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３-1,36.03,1DK,-,1964年9月
9401,Ｒｉｓｉｎｇ　ｐｌａｃｅ　浅草五番館,2999,東京都台東区浅草６-41-4,41.5,1LDK,4.3,2014年4月
9402,日興ロイヤルパレス石神井公園,2999,東京都練馬区石神井町３-9-12,47.51,2DK,11.6,1987年3月
9403,上高田四丁目団地,2999,東京都中野区上高田４-17-2,51.05,2LDK,8.93,1971年4月
9404,第２目黒コーポビアネーズ,2999,東京都目黒区目黒４-14-5,41.43,2LDK,6.32,1977年12月
9405,南砂住宅8号棟,2999,東京都江東区南砂２-3-8,59.92,2LDK,5.5,1975年8月
9406,ＮＩＣハイム西蒲田,2999,東京都大田区西蒲田７-12-12,51.84,3LDK,5.4,1975年9月
9407,桜台ハイライズ,2999,東京都練馬区豊玉上２-1-11,52.61,2DK,3.71,1973年7月
9408,上野入谷シティハウス,2999,東京都台東区千束２-36-6,44.79,1LDK,-,1990年3月
9409,上高田四丁目団地二号棟,2999,東京都中野区上高田４-17-2,51.05,2LDK,8.93,1971年4月
9410,南麻布マンション,2999,東京都港区南麻布１-5-36,36.04,1LDK,5.8,1969年1月
9411,和泉台マンション,2999,東京都杉並区和泉２-13-5,45.36,2LDK,4.45,1969年3月
9412,中銀浅草寿町マンシオン,2999,東京都台東区寿３-13-10,34.6,1DK,4.2,1995年8月
9413,コスモ町屋リバーシティ,2999,東京都荒川区町屋５-16-18,61.16,3LDK,11.39,1990年11月
9414,トーア千住マンション,2999,東京都足立区千住関屋町8-7,69.58,3LDK,19.05,1981年5月
9415,渋谷藤和コープ,2999,東京都渋谷区円山町,34.56,1DK,3.51,1971年10月
9416,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK+S（納戸）,3.66,1971年3月
9417,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9418,NICハイム西蒲田,2999,東京都大田区西蒲田７,51.84,3LDK,5.4,1975年9月
9419,南砂一丁目エステート2号棟,2999,東京都江東区南砂１-3-2,79.09,3LDK,11.28,1981年2月
9420,中銀浅草寿町マンシオン,2999,東京都台東区寿３,34.6,1DK,4.2,1995年8月
9421,コープ市ヶ谷　新規内装リノベーション済,2999,東京都新宿区市谷砂土原町３-1,36.03,1DK,11,1964年9月
9422,カーサフィノ大森,2999,東京都品川区南大井３,45.19,2LDK,5.2,1980年2月
9423,パシフィック文京マンション,2999,東京都文京区大塚６,51.62,2LDK,8.1,1970年3月
9424,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK+S（納戸）,3.66,1971年3月
9425,宇喜田住宅,2999,東京都江戸川区中葛西４-7-1,58.27,3LDK,9.6,1974年10月
9426,コスモ町屋リバーシティ,2999,東京都荒川区町屋５,61.19,3LDK,11.39,1990年11月
9427,桜台ハイライズ,2999,東京都練馬区豊玉上２-１－１１,52.61,2LDK,3.71,1973年7月
9428,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３,36.03,1DK,-,1964年9月
9429,パシフィック文京マンション,2999,東京都文京区大塚６,51.62,2LDK,8.1,1970年3月
9430,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9431,宇喜田住宅,2999,東京都江戸川区中葛西４,58.27,3LDK,9.6,1974年10月
9432,トーア千住マンション,2999,東京都足立区千住関屋町,69.58,3LDK,19.05,1981年5月
9433,ハイネストン下馬,2999,東京都世田谷区下馬５-３５－３,36.47,1LDK,-,1983年2月
9434,パシフィック文京マンション,2999,東京都文京区大塚６,51.62,2LDK,-,1970年3月
9435,南砂一丁目エステート２号棟,2999,東京都江東区南砂１,79.09,3LDK,11.28,1981年2月
9436,第２目黒コーポビアネーズ,2999,東京都目黒区目黒４-14-5,41.43,2LDK,6.32,1977年12月
9437,狛江ハイタウン4号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9438,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9439,パシフィック文京マンション,2999,東京都文京区大塚６,51.62,2LDK,8.1,1970年3月
9440,青戸ビューハイツ,2999,東京都葛飾区青戸８,89.76,3LDK,7.2,1975年5月
9441,パールハイツ桜上水,2999,東京都杉並区下高井戸４,50.22,2LDK,4.34,1972年7月
9442,狛江ハイタウン4号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9443,ブライトコート国立,2999,東京都国分寺市光町１,75.94,3LDK,16.74,1990年12月
9444,南砂住宅８号棟,2999,東京都江東区南砂２,59.92,2LDK,5.5,1975年8月
9445,上野入谷シティハウス,2999,東京都台東区千束２,44.79,1LDK,2.83,1990年3月
9446,狛江ハイタウン１号棟,2999,東京都狛江市東野川３,63.69,3LDK,6.18,1973年10月
9447,中銀浅草寿町マンシオン,2999,東京都台東区寿３,34.6,1DK,4.2,1995年8月
9448,南砂住宅 8号棟,2999,東京都江東区南砂２,59.92,2LDK,5.5,1975年8月
9449,エンゼルハイム新小岩,2999,東京都葛飾区西新小岩３,53.76,2LDK,-,1987年1月
9450,セブンテラス,2999,東京都西東京市下保谷４,59.37,2LDK+S（納戸）,-,1988年5月
9451,トーア千住マンション,2999,東京都足立区千住関屋町,69.58,3LDK,19.05,1981年5月
9452,南砂住宅8号棟,2999,東京都江東区南砂２-3-8,59.92,2LDK,5.5,1975年8月
9453,狛江ハイタウン１号棟,2999,東京都狛江市東野川３-17-1,63.69,3LDK,6.18,1973年10月
9454,上高田四丁目団地二号棟,2999,東京都中野区上高田４-17-2,51.05,2LDK,8.93,1971年4月
9455,南麻布マンション,2999,東京都港区南麻布１,36.04,1LDK,5.8,1969年1月
9456,南砂一丁目エステート 2号棟,2999,東京都江東区南砂１,79.09,3LDK,11.28,1981年2月
9457,グランベルク二子玉川,2999,東京都世田谷区鎌田２,68.71,2LDK+S（納戸）,4.79,1998年3月
9458,目白エミネンス,2999,東京都新宿区下落合３,49.63,2LDK,11.76,1978年8月
9459,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,59.51,2LDK,2.61,1992年2月
9460,ハイネス第2巣鴨,2999,東京都豊島区巣鴨５,40.21,1LDK,2.96,1984年8月
9461,日興ロイヤルパレス石神井公園,2999,東京都練馬区石神井町３,47.51,2DK,11.6,1987年3月
9462,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３,36.03,1DK,11,1964年9月
9463,方南町ハイツ,2999,東京都杉並区和泉４-42-32,58.64,2LDK+S（納戸）,3.66,1971年3月
9464,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３,36.03,1DK,-,1964年9月
9465,NICハイム西蒲田,2999,東京都大田区西蒲田７,51.84,3LDK,5.4,1975年9月
9466,南麻布マンション,2999,東京都港区南麻布１,36.04,1LDK,5.8,1969年1月
9467,ブライトコート国立,2999,東京都国分寺市光町１,75.94,3LDK,16.74,1990年12月
9468,ハイネストン下馬,2999,東京都世田谷区下馬５,36.47,1LDK,-,1983年2月
9469,～駅から3分の新耐震マンション～,2999,東京都府中市八幡町３,67.26,3LDK,10.98,1999年2月
9470,西大島スカイハイツ,2999,東京都江東区大島１,66,3DK,7.84,1981年6月
9471,狛江ハイタウン4号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9472,パールハイツ桜上水,2999,東京都杉並区下高井戸４,50.22,2LDK,4.34,1972年7月
9473,【本日ご見学可能です♪】宇喜田住宅,2999,東京都江戸川区中葛西４,58.27,3LDK,9.6,1974年10月
9474,方南町ハイツ,2999,東京都杉並区和泉４-42-32,58.64,2LDK+S（納戸）,3.66,1971年3月
9475,南砂一丁目エステート２号棟,2999,東京都江東区南砂１-3-2,79.09,3LDK,11.28,1981年2月
9476,エンゼルハイム新小岩,2999,東京都葛飾区西新小岩３,53.76,2LDK,-,1987年1月
9477,ライオンズマンション西日暮里第5,2999,東京都荒川区東尾久２,50.4,2DK+S（納戸）,15.7,1993年2月
9478,タックプラザ,2999,東京都北区志茂２-11-1,48.82,1LDK,4.65,1981年7月
9479,狛江ハイタウン　４号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1974年3月
9480,狛江ハイタウン４号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9481,狛江ハイタウン4号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9482,■ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9483,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK+S（納戸）,3.66,1971年3月
9484,府中マンション,2999,東京都府中市寿町１,61.24,3LDK,5.95,1974年3月
9485,ハイネストン下馬,2999,東京都世田谷区下馬５,36.47,1LDK,4,1983年2月
9486,ブライトコート国立,2999,東京都国分寺市光町１,75.94,3LDK,16.74,1990年12月
9487,宇喜田住宅,2999,東京都江戸川区中葛西４,58.27,3LDK,9.6,1974年10月
9488,南砂一丁目エステート２号棟,2999,東京都江東区南砂１,79.09,3LDK,11.28,1981年2月
9489,目白エミネンス,2999,東京都新宿区下落合３-１２－２１,49.63,2LDK,11.76,1978年8月
9490,タックプラザ赤羽,2999,東京都北区志茂２,48.82,1LDK,4.65,1981年7月
9491,南砂一丁目エステート２号棟,2999,東京都江東区南砂１,79.09,3LDK,11.28,1981年2月
9492,玉川グリーンハイツ,2999,東京都世田谷区玉川４,46.12,2LDK,2.35,1976年2月
9493,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9494,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３,36.03,1DK,11,1964年9月
9495,パシフィック文京マンション,2999,東京都文京区大塚６,51.62,2LDK,8.1,1970年3月
9496,宇喜田住宅,2999,東京都江戸川区中葛西４,58.27,3LDK,9.6,1974年10月
9497,上野入谷シティハウス,2999,東京都台東区千束２-36-6,44.79,1LDK,2.83,1990年3月
9498,上野入谷シティハウス,2999,東京都台東区千束２,44.79,1LDK,2.83,1990年3月
9499,◆ハウス・イン・ボス府中◆,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9500,Rising Place 浅草五番館,2999,東京都台東区浅草６,41.5,1LDK,4.3,2014年4月
9501,三鷹ナショナルコート,2999,東京都三鷹市牟礼６-24-12,69.07,2LDK,8.68,1974年9月
9502,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK+S（納戸）,3.66,1971年3月
9503,玉川グリーンハイツ,2999,東京都世田谷区玉川４,46.12,2LDK,2.35,1976年2月
9504,パシフィック文京マンション,2999,東京都文京区大塚６,51.62,2LDK,8.1,1970年4月
9505,日興ロイヤルパレス石神井公園,2999,東京都練馬区石神井町３,47.51,2DK,11.6,1987年3月
9506,方南町ハイツ,2999,東京都杉並区和泉４-４２－３２,58.64,2LDK+S（納戸）,3.66,1971年3月
9507,狛江ハイタウン,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9508,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK,3.66,1971年3月
9509,玉川グリーンハイツ,2999,東京都世田谷区玉川４,46.12,2LDK,2.35,1976年1月
9510,玉川グリーンハイツ,2999,東京都世田谷区玉川４-10-20,46.12,2LDK,2.35,1976年2月
9511,モナークサンシティ東府中,2999,東京都府中市八幡町３,67.26,3LDK,10.98,1999年2月
9512,狛江ハイタウン4号棟,2999,東京都狛江市東野川３-15-4,75.52,3LDK,7.32,1973年10月
9513,ハイネス第2巣鴨,2999,東京都豊島区巣鴨５,40.21,1LDK,2.96,1984年8月
9514,ペット応相談【文京区本郷3　丸和ビル】,2999,東京都文京区本郷３,40.47,1LDK,2.24,1979年8月
9515,玉川グリーンハイツ,2999,東京都世田谷区玉川４,46.12,2LDK,2.35,1976年2月
9516,Rising place 浅草五番館,2999,東京都台東区浅草６,41.5,1LDK,4.3,2014年4月
9517,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9518,プライム府中武蔵野台第２,2999,東京都府中市押立町１,81.54,3LDK,11.2,1985年3月
9519,狛江ハイタウン1号棟,2999,東京都狛江市東野川３,63.69,3LDK,6.18,1973年10月
9520,カーサフィノ大森,2999,東京都品川区南大井３,45.19,2LDK,5.2,1980年2月
9521,ハイネストン下馬,2999,東京都世田谷区下馬５,36.47,1LDK,4,1983年2月
9522,ライオンズプラザ梅島,2999,東京都足立区中央本町５-３－７,62.49,3LDK,8.99,1995年7月
9523,南砂住宅８号棟,2999,東京都江東区南砂２,59.92,2LDK,5.5,1975年8月
9524,上野入谷シティハウス,2999,東京都台東区千束２,44.79,1LDK,2.83,1990年3月
9525,ルネサンス葛西デュアルフォート グラスフォート,2999,東京都江戸川区東葛西９,65.5,3LDK,18.65,2010年5月
9526,上野入谷シティハウス,2999,東京都台東区千束２-36-6,44.79,1LDK,2.83,1990年3月
9527,プライム府中武蔵野台第２,2999,東京都府中市押立町１-33-7,81.54,3LDK,11.2,1985年3月
9528,亀戸二丁目団地9号棟,2999,東京都江東区亀戸２-6-9,54,2LDK,7.5,1969年7月
9529,ゼファーひばりヶ丘学園町,2999,東京都東久留米市学園町１,66.24,3LDK,10.2,1999年9月
9530,青戸ビューハイツ,2999,東京都葛飾区青戸８,89.7,3LDK,7.2,1975年5月
9531,狛江ハイタウン１号棟,2999,東京都狛江市東野川３-17-1,63.69,3LDK,6.18,1973年10月
9532,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9533,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３,36.03,1DK,-,1964年9月
9534,和泉台マンション,2999,東京都杉並区和泉２,45.36,2LDK,5.16,1969年3月
9535,狛江ハイタウン1号棟,2999,東京都狛江市東野川３,63.69,3LDK,6.18,1973年10月
9536,キャッスル世田谷,2999,東京都世田谷区下馬２,37.98,1LDK,8.5,1970年5月
9537,玉川グリーンハイツ,2999,東京都世田谷区玉川４,46.12,2DK,2.35,1976年2月
9538,両国マンション,2999,東京都墨田区千歳１,48.99,2LDK,5.48,1965年1月
9539,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9540,南砂一丁目エステート,2999,東京都江東区南砂１,79.09,3LDK,11.28,1981年2月
9541,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK,3.66,1971年3月
9542,タックプラザ,2999,東京都北区志茂２-11-1,48.82,1LDK,4.65,1981年7月
9543,和泉台マンション,2999,東京都杉並区和泉２,45.36,2LDK,4.45,1969年3月
9544,ラポール上野毛,2999,東京都世田谷区瀬田３-1-8,41.65,2DK,5.81,1974年11月
9545,コープ市ヶ谷,2999,東京都新宿区市谷砂土原町３,36.03,1DK,11,1964年9月
9546,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9547,ラポール上野毛,2999,東京都世田谷区瀬田３,41.65,2DK,5.81,1974年11月
9548,南砂住宅　８号棟,2999,東京都江東区南砂２,59.92,1LDK+S（納戸）,5.5,1975年8月
9549,宇喜田住宅,2999,東京都江戸川区中葛西４,58.28,2LDK+S（納戸）,9.6,1974年10月
9550,第2目黒コーポビアネーズ,2999,東京都目黒区目黒４,41.43,1DK+S（納戸）,6.32,1977年12月
9551,三鷹ナショナルコート,2999,東京都三鷹市牟礼６,69.07,2LDK,8.68,1974年9月
9552,第2目黒コーポビアネーズ,2999,東京都目黒区目黒４,41.43,2DK,6.32,1977年12月
9553,染井コーポ,2999,東京都豊島区駒込７,56.29,2DK,-,1969年5月
9554,ラポール上野毛,2999,東京都世田谷区瀬田３-1-8,41.65,2DK,5.81,1974年11月
9555,狛江ハイタウン　1号棟,2999,東京都狛江市東野川３,63.69,3LDK,6.18,1973年10月
9556,両国マンション,2999,東京都墨田区千歳１-1-6,48.99,2LDK,5.48,1965年1月
9557,和泉台マンション,2999,東京都杉並区和泉２-13-5,45.36,2LDK,4.45,1969年3月
9558,ラポール上野毛,2999,東京都世田谷区瀬田３,41.65,2K,5.81,1974年11月
9559,狛江ハイタウン　4号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9560,狛江ハイタウン　4号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9561,ライオンズマンション西日暮里第５,2999,東京都荒川区東尾久２,50.4,2DK,15.7,1993年2月
9562,第２目黒コーポビアネーズ,2999,東京都目黒区目黒４,41.43,2LDK,6.32,1977年12月
9563,狛江ハイタウン　1号棟,2999,東京都狛江市東野川３,63.69,3LDK,6.18,1973年10月
9564,国分寺マンション,2999,東京都国分寺市南町２,64.73,3LDK,-,1969年8月
9565,狛江ハイタウン　４号棟,2999,東京都狛江市東野川３,75.52,3LDK,7.32,1973年10月
9566,ライオンズマンション大森第3,2999,東京都品川区南大井２,52.24,2LDK,5.08,1979年12月
9567,和泉台マンション,2999,東京都杉並区和泉２,45.36,2LDK,4.45,1969年3月
9568,亀戸二丁目団地9号棟,2999,東京都江東区亀戸２-6-9,54,2LDK,7.5,1969年7月
9569,ハウス・イン・ボス府中,2999,東京都府中市八幡町２,64.17,2LDK,2.61,1992年2月
9570,府中マンション,2999,東京都府中市寿町１,61.24,3LDK,5.95,1974年3月
9571,方南町ハイツ,2999,東京都杉並区和泉４,58.64,2LDK+S（納戸）,3.66,1971年3月
9572,和泉台マンション,2999,東京都杉並区和泉２,45.36,2DK,4.45,1969年3月
9573,デュオ北千住,3000,東京都足立区関原１,79.63,3LDK,10.8,2013年1月
