,name,size,terrace,age_1,ku,room,Living,Dining,Kitchen,Service,No.ofRooms,price
16120,ダイアパレス三軒茶屋,49.34,6.36,15309 days,世田谷,2,1,1,1,0,5,5280
16121,メゾンドール錦糸町ツイン,65.02,11.33,9312 days,墨田,3,1,1,1,0,6,5280
16122,クロスエアタワー,36.72,7.02,2949 days,目黒,1,0,0,1,0,2,5280
16123,ドマーニ人形町,56.98,3.05,6329 days,中央,2,1,1,1,0,5,5280
16125,藤和北江古田公園ホームズ,73.22,11.78,5475 days,中野,3,1,1,1,1,7,5280
16126,オリゾンマーレ,55.76,10.46,5963 days,江東,1,1,1,1,0,4,5280
16127,クレヴィア辰巳　キャナルステージ棟,71.39,12.1,2645 days,江東,3,1,1,1,0,6,5280
16128,ダイアパレス三軒茶屋,49.34,6.36,15309 days,世田谷,2,1,1,1,0,5,5280
16129,プラウドジェム渋谷神南,35.3,3.58,6146 days,渋谷,1,0,0,1,0,2,5280
16130,ＰＲＥＭＩＵＭ　ＣＵＢＥ　品川大崎,41.7,6.47,2403 days,品川,1,1,1,1,0,4,5280
16131,オーベル馬込ｉＬ,64.91,12.9,4745 days,大田,2,1,1,1,0,5,5280
16133,メゾンドール錦糸町ツイン,65.02,11.33,9312 days,墨田,3,1,1,1,0,6,5280
16134,リシェ等々力,50.92,5.1,5720 days,世田谷,2,1,1,1,0,5,5280
16135,ウィル・リベール南砂,68.98,15.42,3499 days,江東,2,1,1,1,0,5,5280
16136,レーベンハイム池袋本町ルクサージュ,82.16,15.4,5690 days,豊島,3,1,1,1,0,6,5280
16137,エスリール世田谷赤堤,71.65,14.8,5812 days,世田谷,2,1,1,1,0,5,5280
16138,クリオラベルヴィ新御徒町,45.48,7.97,485 days,台東,1,1,1,1,0,4,5280
16139,パークハウス平和台,81.74,16.38,3894 days,練馬,4,1,1,1,0,7,5280
16140,パークタワー晴海,43.33,8.8,727 days,中央,1,1,1,1,0,4,5280
16141,リビオシティ・ルネ葛西,70.8,11.4,607 days,江戸川,3,1,1,1,0,6,5280
16142,グランシティ辰巳の森海浜公園,84.12,6.76,8277 days,江東,3,1,1,1,0,6,5280
16143,ルネ千駄木プラザ,51.68,7,12387 days,文京,2,1,1,1,0,5,5280
16144,レノス船堀ブライトタワー,75.31,17.18,4502 days,江戸川,2,1,1,1,0,5,5280
16146,クレヴィア二子玉川,68,10.66,3621 days,世田谷,3,1,1,1,0,6,5280
16147,シャルムコート池袋ノースタワー,55.53,10.87,6998 days,豊島,2,1,1,1,0,5,5280
16148,パークホームズ赤羽西,68.73,10.8,1610 days,北,3,1,1,1,0,6,5280
16149,九品仏スカイハイツ,75.35,7.56,17163 days,世田谷,4,1,1,1,0,7,5280
16150,イーストコート中野,47.61,5.6,2645 days,中野,1,1,1,1,0,4,5280
16151,D’クラディアイヴァン代々木参宮橋,42.33,5.38,6421 days,渋谷,1,1,1,1,0,4,5280
16152,グランシティ辰巳の森海浜公園,84.12,6.76,8277 days,江東,3,1,1,1,0,6,5280
16153,グリーンパーク東日本橋リバーテラス,55.36,3.8,4716 days,中央,2,1,1,1,0,5,5280
16154,クレストシティ木場,62.86,10.5,1702 days,江東,3,1,1,1,0,6,5280
16155,ＣＯ・ＯＰＥＲＡ・ＷＥＳＴ,57.18,5.48,8032 days,品川,1,1,1,1,0,4,5280
16157,ザ・クレストリヴァシス,80.23,14.4,4716 days,北,3,1,1,1,0,6,5280
16158,ライオンズマンション門前仲町琴平,71.01,9.94,8397 days,江東,3,1,1,1,0,6,5280
16159,プラウドジェム渋谷神南,35.3,3.58,6146 days,渋谷,1,0,0,0,0,1,5280
16160,オーベルグランディオ千住大橋エアーズ　【大成有楽の安…,72.97,12.4,2250 days,足立,3,1,1,1,0,6,5280
16161,ヴェレーナ船堀,70.27,9.09,1215 days,江戸川,2,1,1,1,1,6,5280
16162,朝日ラ・パリオ沼袋,67.8,4.43,9404 days,中野,3,1,1,1,0,6,5280
16163,セーナ市ヶ谷,51.21,13.88,8642 days,新宿,2,1,1,1,0,5,5280
16164,アトラス杉並方南町,70.23,7.48,6877 days,杉並,1,1,1,1,2,6,5280
16165,プラウドジェム渋谷神南,35.3,3.58,6146 days,渋谷,1,0,0,0,0,1,5280
16166,ライオンズシティ千駄木,54.18,5.37,8063 days,文京,2,1,1,1,0,5,5280
16168,リビオシティ・ルネ葛西,70.8,11.4,607 days,江戸川,3,1,1,1,0,6,5280
16169,オープンレジデンシア巣鴨ユニーブル,54.18,6.66,1885 days,豊島,2,1,1,1,0,5,5280
16170,亀戸レジデンス,81.06,10.44,4471 days,江東,3,1,1,1,0,6,5280
16171,エスリール世田谷赤堤,71.65,14.8,5812 days,世田谷,2,1,1,1,0,5,5280
16172,グランシティ辰巳の森海浜公園,84.12,6.76,8277 days,江東,3,1,1,1,0,6,5280
16173,シティハウスリビオ葛西駅前,72.79,17.19,4410 days,江戸川,3,1,1,1,0,6,5280
16174,赤坂ロイヤルマンション,42.45,2.58,15978 days,港,1,1,1,1,0,4,5280
16175,パークタワー王子リバーグレイス,80.79,38.76,5141 days,北,3,1,1,1,0,6,5280
16176,クレヴィア南千住,79.63,-,3133 days,荒川,3,1,1,1,0,6,5280
16177,エクセルダイア南蒲田Ⅱ,64.59,4.2,4655 days,大田,3,1,1,1,0,6,5280
16179,シュロス神田五軒町ツインフォルム,50.08,2.11,7912 days,千代田,1,1,1,1,0,4,5280
16180,3LDK　グランシティ辰巳の森海浜公園,84.12,6.76,8277 days,江東,3,1,1,1,0,6,5280
16181,九品仏スカイハイツ,75.35,7.55,17163 days,世田谷,4,1,1,1,0,7,5280
16182,グランシティ辰巳の森海浜公園,84.12,6.76,8277 days,江東,3,1,1,1,0,6,5280
16183,中銀目黒マンシオン,65.32,8.42,18655 days,目黒,2,1,1,1,0,5,5280
16184,エクセレントシティ青砥III,68.95,9.76,819 days,葛飾,3,1,1,1,0,6,5280
16185,ダイアパレス三軒茶屋,49.34,6.36,15309 days,世田谷,2,1,1,1,0,5,5280
16186,パークハウス中野広町,54.95,13.4,4532 days,中野,2,1,1,1,0,5,5280
16187,クレアホームズ富士見台,86.08,12.76,4379 days,練馬,4,1,1,1,0,7,5280
16188,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16189,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16190,パルテール蒲田フレシアガーデン,64.86,10.32,3315 days,大田,3,1,1,1,0,6,5290
16191,赤羽スカイハイツ,68.18,8.13,15733 days,北,3,1,1,1,0,6,5290
16192,マンション都立大,77.15,4,17194 days,目黒,2,1,1,1,0,5,5290
16193,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16194,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16195,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16196,ライオンズ東京三ノ輪ミレス,50.04,8,758 days,台東,2,1,1,1,0,5,5290
16197,グレーシア勝どき,54.84,4.65,2311 days,中央,2,1,1,1,0,5,5290
16198,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16199,オープンレジデンシア王子,55.02,8,819 days,北,2,1,1,1,0,5,5290
16200,多摩川ガーデンハウス,75.86,6.37,8004 days,大田,3,1,1,1,0,6,5290
16201,ハイツ角田,61.85,5.14,10895 days,新宿,2,1,1,1,0,5,5290
16202,ハイツ角田,66.18,5.14,10895 days,新宿,2,1,1,1,0,5,5290
16203,ベルシード西巣鴨,55.85,6.27,241 days,北,2,1,1,1,0,5,5298
16204,ベルシード西巣鴨,55.85,6.27,241 days,北,2,1,1,1,0,5,5298
16205,クレッセント池上Ⅱ,71.2,6.67,6571 days,大田,2,1,1,1,1,6,5298
16206,クイーンズハウス,52.65,5.14,5447 days,中央,2,1,1,1,0,5,5298
16207,クレストフォルム高井戸南,70.16,23.1,7516 days,杉並,3,1,1,1,0,6,5299
16208,目黒プラザ,60.48,5.43,18290 days,品川,2,1,1,1,0,5,5299
16209,藤和シティホームズ西日暮里,62,7.56,8762 days,北,2,1,1,1,0,5,5299
16210,初穂マンションひがし京橋,63.06,7.33,14729 days,中央,2,1,1,1,0,5,5299
16211,目黒プラザ,60.48,5.43,14637 days,品川,2,1,1,1,0,5,5299
16212,初穂マンションひがし京橋,63.06,7.33,14729 days,中央,2,1,1,1,0,5,5299
16213,初穂マンションひがし京橋,63.06,7.33,14729 days,中央,2,1,1,1,0,5,5299
16214,【目黒プラザ】　山手線『目黒』駅より徒歩３分、家具付…,60.48,5.43,18290 days,品川,2,1,1,1,0,5,5299
16215,初穂マンションひがし京橋,63.06,7.33,14729 days,中央,2,1,1,1,0,5,5299
16216,アムス野方,61.35,23.2,7424 days,中野,2,1,1,1,0,5,5299
16217,アムス野方,61.35,23.2,7424 days,中野,2,1,1,1,0,5,5299
16218,藤和シティホームズ西日暮里,62,7.56,8762 days,北,2,1,1,1,0,5,5299
16219,目黒プラザ,60.48,5.43,18290 days,品川,2,1,1,1,0,5,5299
16220,パークハウス本郷三丁目アーバンス,42.59,4.88,5082 days,文京,1,1,1,1,0,4,5300
16221,エクメーネ日本橋,49.5,3,7851 days,中央,1,1,1,1,1,5,5300
16222,グリーンパーク新宿の杜,61.12,8.2,7332 days,新宿,3,1,1,1,0,6,5300
16224,シティハウス四谷坂町,38.42,-,850 days,新宿,1,1,1,1,0,4,5300
16225,上野毛ガーデンハイツＡ棟,95,16.8,14943 days,世田谷,3,1,1,1,0,6,5300
16226,フランヴィーヴル富士見台,81.1,17.42,5840 days,練馬,4,1,1,1,0,7,5300
16227,上野毛ガーデンハイツＡ棟,95,16.8,14943 days,世田谷,3,1,1,1,0,6,5300
16228,トキアス　１０階南西につき陽当り・通風・眺望良好！,80.73,12.6,5871 days,荒川,3,1,1,1,0,6,5300
16229,ワールドシティタワーズ　アクアタワー,50.07,10.61,5598 days,港,1,1,1,1,0,4,5300
16230,東京サーハウスガーデンポート,80.52,14,6390 days,大田,3,1,1,1,1,7,5300
16231,リビオレゾン月島ステーションプレミア,40.39,7.95,58 days,中央,1,1,1,1,0,4,5300
16232,上野毛ガーデンハイツ A棟,95,16.8,14943 days,世田谷,3,1,1,1,0,6,5300
16233,上野毛ガーデンハイツ,95,16.8,14943 days,世田谷,3,1,1,1,0,6,5300
16234,クレッセント池尻大橋,58.3,2,9830 days,世田谷,3,1,1,1,0,6,5300
16235,フュージョナル両国クアトロ,51.66,8.81,2737 days,墨田,2,1,1,1,0,5,5300
16236,トキアス,80.73,12.6,5871 days,荒川,3,1,1,1,0,6,5300
16237,プレシス品川,55.06,14.26,3071 days,品川,1,1,1,1,1,5,5350
16238,五反田ロイヤルハイツ,70,7.99,14821 days,品川,2,1,1,1,0,5,5350
16239,ケルン馬込,70.92,9.33,9220 days,大田,3,1,1,1,0,6,5350
16240,Etervo三ノ輪ステーションフロント,51.48,7.56,758 days,荒川,2,1,1,1,0,5,5370
16241,Etervo三ノ輪ステーションフロント,51.48,7.56,758 days,荒川,2,1,1,1,0,5,5370
16242,Ｅｔｅｒｖｏ　ＭＩＮＯＷＡ　Ｓｔａｔｉｏｎ　Ｆｒｏｎ…,51.48,7.56,758 days,荒川,2,1,1,1,0,5,5370
16243,フジホ－マンション,100.3,12.16,16739 days,文京,4,1,1,1,0,7,5370
16244,グローベルザ・目白プレミアム,45.77,5.92,1854 days,豊島,2,1,1,1,0,5,5380
16245,シティテラス平井,70.74,11.78,1854 days,江戸川,3,1,1,1,0,6,5380
16246,イニシア豊洲コンフォートプレイス,67.2,10.98,2918 days,江東,3,1,1,1,0,6,5380
16247,ホームズ自由が丘二丁目,45.6,3.79,6268 days,目黒,2,1,1,1,0,5,5380
16248,東急ドエルアルス浅草アクトタワー,60.6,6.23,7638 days,台東,2,1,1,1,0,5,5380
16249,プレシス南砂,74.43,9,3255 days,江東,1,1,1,1,1,5,5380
16250,プラネスーペリア鷺ノ宮レガート,82.77,9.41,3255 days,練馬,4,1,1,1,0,7,5380
16251,リビオ日本橋浜町パークフィール,50.01,4.62,3833 days,中央,2,1,1,1,0,5,5380
16252,ブリシア二子玉川,65.5,6.95,1946 days,世田谷,3,1,1,1,0,6,5380
16253,エル・コモド下丸子,67.4,12.3,8550 days,大田,3,1,1,1,0,6,5380
16254,浜田山ウエストガーデン,65.97,11.67,9465 days,杉並,3,1,1,1,0,6,5380
16255,アムス野方,61.35,23.2,7424 days,中野,2,1,1,1,0,5,5380
16256,文京千石サニーコート,58.1,8.4,7973 days,文京,2,1,1,1,0,5,5380
16257,アクアテラ　カーム・スクエア,94.91,17.66,4594 days,足立,3,1,1,1,0,6,5380
16258,ヴェルト日本橋Ⅱ,47.48,9.14,6936 days,中央,2,0,1,1,0,4,5380
16259,Etervo三ノ輪ステーションフロント,52.74,7.68,758 days,荒川,2,1,1,1,0,5,5380
16260,Ｌ・フォレスト杉並,70.91,11.52,7698 days,杉並,3,1,1,1,0,6,5380
16261,サンクレイドル西日暮里,63.69,11.16,3407 days,荒川,2,1,1,1,0,5,5380
16262,プラウドシティ大田六郷　プラザ街区棟,71.76,12.2,1337 days,大田,3,1,1,1,0,6,5380
16263,エンゼルハイム祖師谷大蔵,69.33,5.4,13907 days,世田谷,3,1,1,1,0,6,5380
16264,トゥールブランシュ麻布,40.31,3.32,6571 days,港,1,0,0,0,0,1,5380
16265,びゅうパルク文京向丘,53.37,12.84,7882 days,文京,1,1,1,1,0,4,5380
16266,ファミール日本橋グランスィートプラザ,44.67,6.07,6908 days,中央,1,1,1,1,0,4,5380
16267,ＣＯＮＯＥ銀座イースト,40.3,6.82,2676 days,中央,1,1,1,1,0,4,5380
16268,アルス代々木参宮橋コートアデリオン,54.92,7.05,6543 days,渋谷,1,1,1,1,0,4,5380
16269,イニシア浅草,66.69,9.4,4532 days,台東,2,1,1,1,0,5,5380
16270,コスモ木場キャナルブリーズ,76.2,12,6571 days,江東,2,1,1,1,1,6,5380
16271,秀和旗の台レジデンス,74.55,17.97,16129 days,品川,3,1,1,1,0,6,5380
16272,月島リバーハウス,76.37,14.56,13938 days,中央,3,1,1,1,0,6,5380
16273,ザ湾岸タワーレックスガーデン,68.99,4.33,3071 days,江東,2,1,1,1,0,5,5380
16275,セトル中之郷,70.69,9.1,11230 days,墨田,3,1,1,1,0,6,5380
16276,アールヴェール根津弥生坂,50.62,6.28,8885 days,文京,2,1,1,1,0,5,5380
16277,シティハウス中目黒テラス,38.9,7.2,1519 days,目黒,1,1,1,1,0,4,5380
16278,ニューイースタンハイツ,92.27,-,15886 days,新宿,4,1,1,1,1,8,5380
16279,パークタワー渋谷本町,40.63,10.62,2706 days,渋谷,1,1,1,1,0,4,5380
16281,リムテラスコート旗の台,83.51,3.1,2525 days,品川,3,1,1,1,0,6,5380
16282,セブンスターマンション第二青葉台 ,51.32,10.34,12933 days,目黒,3,1,1,1,0,6,5380
16284,パレステージ曳舟２,63.28,11.32,699 days,墨田,3,1,1,1,0,6,5380
16285,リムテラスコート旗の台,83.51,3.1,2525 days,品川,3,1,1,1,0,6,5380
16286,アムス野方,61.35,23.2,7424 days,中野,2,1,1,1,0,5,5380
16287,【サン・フローラハイツ渋谷】２０２０年フルリフォーム…,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16288,ミルーナヒルズ錦糸町,63.07,3.54,2949 days,墨田,2,1,1,1,0,5,5390
16289,サン・フローラハイツ渋谷,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16290,サン・フローラハイツ渋谷,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16291,サン・フローラハイツ渋谷,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16292,サン・フローラハイツ渋谷,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16293,サン・フローラハイツ渋谷,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16294,サン・フローラハイツ渋谷,45.6,4.82,13451 days,渋谷,1,1,1,1,0,4,5390
16295,シティタワー金町　タワー棟,67.37,12.18,1823 days,葛飾,3,1,1,1,0,6,5390
16296,プライムパークス品川シーサイド　ザ・タワー,53.38,13.76,758 days,品川,1,1,1,1,0,4,5390
16297,セボン世田谷桜,82.61,-,6298 days,世田谷,3,1,1,1,0,6,5390
16298,晴海アイランドトリトンスクエアビュータワー,55.27,7.97,8397 days,中央,2,1,1,1,0,5,5390
16299,シティハウス中目黒レジデンス,39.97,8.82,1580 days,目黒,1,1,1,1,0,4,5390
16300,ノブレス西馬込,64.8,10.8,1823 days,大田,3,1,1,1,0,6,5390
16301,シティタワーズ東京ベイ セントラルタワー,43.1,11.65,577 days,江東,1,1,1,1,0,4,5400
16302,リシェ五反田スカイビュ―,50.59,4.76,5294 days,品川,2,1,1,1,0,5,5400
16303,ライオンズ西葛西プライムマークス,71.18,11.52,4929 days,江戸川,3,1,1,1,0,6,5400
16305,ジーベック西蒲田ステーションエグゼ,52.2,11.89,2584 days,大田,2,1,1,1,0,5,5450
16306,サンライン南青山ハイツ,53.74,5.5,14943 days,港,1,1,1,1,0,4,5450
16307,フラージュ押上,57.13,8.23,2372 days,墨田,2,1,1,1,0,5,5450
16308,アーデル錦糸町アルプレッソ,65.3,10.25,4655 days,墨田,3,1,1,1,0,6,5450
16309,クレストシティレジデンス,60.38,9.5,5110 days,中央,2,1,1,1,0,5,5450
16310,アーデル錦糸町アルプレッソ,65.3,10.25,4655 days,墨田,3,1,1,1,0,6,5450
16311,アーデル錦糸町アルプレッソ,65.3,10.25,4655 days,墨田,3,1,1,1,0,6,5450
16312,ステラレジデンス中目黒,37.29,8,8734 days,目黒,1,1,1,1,0,4,5450
16313,ルネ・ベイグランデ,71.57,10.27,8734 days,江東,3,1,1,1,0,6,5460
16314,原宿ニュースカイハイツアネックス,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16315,原宿ニュースカイハイツアネックス,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16316,ザ・ガーデンズ西葛西,70.56,10.59,1854 days,江戸川,3,1,1,1,0,6,5480
16318,グラーサ中野坂上,55.85,5.01,5475 days,中野,2,1,1,1,0,5,5480
16319,グリーンホームズステーシア,72.41,10.28,2949 days,江戸川,2,1,1,1,1,6,5480
16320,ベルヴィラージュ目黒,53.99,8.55,6329 days,目黒,2,0,1,1,0,4,5480
16322,ノルディック馬込南坂フォレステア,65.05,12.83,2706 days,大田,3,1,1,1,0,6,5480
16323,◆銀杏並木と調和したデザイナーズリノベーション◆原宿…,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16324,クレヴィア住吉,61.12,10.06,2188 days,江東,2,1,1,1,0,5,5480
16325,ミッドサザンレジデンス御殿山,41.73,9.1,5475 days,品川,1,1,1,1,0,4,5480
16326,【築浅】エクセルダイア大森Ⅲ　91㎡超,91.89,-,3711 days,大田,3,1,1,1,0,6,5480
16327,パークハウス杉並和田一丁目,76.15,6,6390 days,杉並,3,1,1,1,0,6,5480
16329,クレヴィア南千住,72.07,10.17,3133 days,荒川,2,1,1,1,1,6,5480
16330,レクセル錦糸町シティ,65.94,16.6,4410 days,墨田,2,1,1,1,0,5,5480
16331,アデニウム新橋,38.45,4.23,3163 days,港,1,1,1,1,0,4,5480
16333,◆パークハウス杉並和田一丁目◆,76.15,6,6390 days,杉並,3,1,1,1,0,6,5480
16334,マック三田コート,67.43,3,14606 days,港,2,1,1,1,0,5,5480
16335,秀和参宮橋レジデンス,50.94,5.88,19142 days,渋谷,1,1,1,1,0,4,5480
16336,原宿ニュースカイハイツアネックス,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16338,ルピナス・アン,84.79,15.68,11656 days,台東,3,1,1,1,0,6,5480
16339,目黒グランドマンション,73.33,4.3,20756 days,目黒,2,1,1,1,0,5,5480
16340,クリスタルマークス,70.97,13.51,2188 days,江戸川,3,1,1,1,0,6,5480
16341,原宿ニュースカイハイツアネックス,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16342,カーム白山,119.63,6,10468 days,文京,1,1,1,1,0,4,5480
16344,原宿ニュースカイハイツアネックス,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16345,ブランズ二子玉川,37.98,10.87,2219 days,世田谷,1,1,1,1,0,4,5480
16346,スターロワイヤル下馬,53.97,3.65,8063 days,世田谷,1,1,1,1,0,4,5480
16347,ビューネタワー平井,77.85,8.49,7638 days,江戸川,3,1,1,1,0,6,5480
16348,ブリリアマーレ有明　タワー＆ガーデン,65.82,12.93,4441 days,江東,2,1,1,1,0,5,5480
16349,パークハウス桜台,62.7,7.2,6206 days,練馬,3,1,1,1,0,6,5480
16350,コープオリンピア,27.54,-,20422 days,渋谷,1,0,0,1,0,2,5480
16351,クレストフォルム上野グランステージ,56.78,11.4,7028 days,台東,1,1,1,1,1,5,5480
16352,サンクレイドル千代田岩本町,43.91,5.5,880 days,千代田,2,1,1,1,0,5,5480
16354,YOTSUYA DUPLEX　DーR,43.23,3.52,4502 days,新宿,1,1,1,1,0,4,5480
16355,ザ・パークハウス　オイコス　赤羽志茂　サードスクエア,67.82,12.4,758 days,北,3,1,1,1,1,7,5480
16356,グランドメゾン杉並シーズン,77.28,20.39,5082 days,杉並,2,1,1,1,0,5,5480
16357,目黒９分・五反田１０分・７９㎡・３LDK・リフォ済・…,79.21,8,20450 days,品川,3,1,1,1,0,6,5480
16358,エクセレントシティ綾瀬,75.22,29.47,2890 days,足立,3,1,1,1,0,6,5480
16359,プリムローズ浅草ウエスト,57,9.47,6024 days,台東,2,1,1,1,0,5,5480
16360,ガーデンホーム南大井,60.96,7.07,8489 days,品川,3,1,1,1,0,6,5480
16361,東京サーハウスアクアポート,76.74,14.24,6390 days,大田,3,1,1,1,0,6,5480
16362,イニシア錦糸町,55.01,3.47,3255 days,墨田,2,1,1,1,0,5,5480
16363,パークハイツ築地,72.5,2.2,16433 days,中央,2,1,1,1,1,6,5480
16364,ワザック西大島,56.32,11.1,1672 days,江東,2,1,1,1,0,5,5480
16365,クリオ中村橋弐番館,76.05,10.03,5840 days,練馬,3,1,1,1,0,6,5480
16366,ピアース四谷,46.73,3.64,5963 days,新宿,2,1,1,1,0,5,5480
16367,プラウドシティ大田六郷フォレスト街区,71,10.9,1457 days,大田,3,1,1,1,1,7,5480
16368,早稲田セントラルハイツ,93.77,7.35,16586 days,新宿,4,1,1,1,0,7,5480
16369,ニューフジマンション,79.21,2.5,20450 days,品川,3,1,1,1,0,6,5480
16370,杉並和泉ハイム,81.65,16.79,8946 days,杉並,4,1,1,1,0,7,5480
16371,シャローム大塚,103.42,7.3,9585 days,豊島,3,1,1,1,0,6,5480
16372,藤和高井戸東ホームズ,80.21,13.6,8369 days,杉並,3,1,1,1,0,6,5480
16373,ウィルローズ日本橋人形町,40.78,7.32,1794 days,中央,1,1,1,1,0,4,5480
16374,カテリーナ千駄木,59.98,4.45,8369 days,文京,1,1,1,1,1,5,5480
16375,アトラス日暮里マスターコート,54.36,10.46,850 days,荒川,2,1,1,1,0,5,5480
16376,原宿ニュースカイハイツアネックス,42.8,2.96,17559 days,渋谷,1,1,1,1,0,4,5480
16377,プレシス瑞江パークサイドコート,72.47,10.26,211 days,江戸川,3,1,1,1,1,7,5480
16378,プラウド新宿牛込柳町,38.7,9,454 days,新宿,1,1,1,1,0,4,5480
16379,ブランズ二子玉川,37.98,10.8,2219 days,世田谷,1,0,1,1,0,3,5480
